Time_s	Speed_km/h
1370	1.64164102564102
1371	2.18266666666666
1372	2.83046153846154
1373	3.56348717948718
1374	4.37911111111111
1375	5.26417094017094
1376	6.19890598290598
1377	7.17634188034188
1378	8.16622222222222
1379	9.16844444444444
1380	10.1799316239316
1381	11.1664615384615
1382	12.0816068376068
1383	12.9032136752137
1384	13.6040341880342
1385	14.1633162393162
1386	14.5613675213675
1387	14.8031794871795
1388	14.8893333333333
1389	14.825641025641
1390	14.6185299145299
1391	14.2871452991453
1392	13.847282051282
1393	13.3167863247863
1394	12.7633504273504
1395	12.1936752136752
1396	11.6232478632479
1397	11.0749743589744
1398	10.5587692307692
1399	10.1084786324786
1400	9.75152136752136
1401	9.50748717948717
1402	9.3708376068376
1403	9.34150427350427
1404	9.43244444444444
1405	9.61323076923077
1406	9.84013675213675
1407	10.1033162393162
1408	10.3820170940171
1409	10.6608888888889
1410	10.9198632478632
1411	11.1761367521367
1412	11.4346324786325
1413	11.6635897435897
1414	11.8533333333333
1415	11.9839658119658
1416	12.0486837606838
1417	12.050188034188
1418	11.978188034188
1419	11.8418803418803
1420	11.6141538461538
1421	11.301264957265
1422	10.921641025641
1423	10.4795555555556
1424	9.98735042735042
1425	9.4339829059829
1426	8.83976068376068
1427	8.20694017094017
1428	7.54588034188034
1429	6.87497435897436
1430	6.22711111111111
1431	5.62745299145299
1432	5.08868376068376
1433	4.59302564102564
1434	4.17709401709402
1435	3.82834188034188
1436	3.55757264957265
1437	3.32297435897436
1438	3.10652991452991
1439	2.91839316239316
1440	2.75709401709402
1441	2.64854700854701
1442	2.58211965811966
1443	2.56526495726496
1444	2.59391452991453
1445	2.6391452991453
1446	2.71210256410256
1447	2.80468376068376
1448	2.91620512820513
1449	3.05904273504273
1450	3.23401709401709
1451	3.46235897435897
1452	3.7631452991453
1453	4.1474188034188
1454	4.6528547008547
1455	5.30294017094017
1456	6.07682051282051
1457	6.9537094017094
1458	7.93788034188034
1459	9.03470085470085
1460	10.2139829059829
1461	11.4662564102564
1462	12.7867692307692
1463	14.1728205128205
1464	15.6012307692308
1465	17.0483076923077
1466	18.494905982906
1467	19.8911111111111
1468	21.206358974359
1469	22.4006153846154
1470	23.4532649572649
1471	24.3598290598291
1472	25.0914188034188
1473	25.6309743589744
1474	25.9536068376068
1475	26.053811965812
1476	25.9332991452991
1477	25.6012991452991
1478	25.0807179487179
1479	24.4009914529914
1480	23.5962393162393
1481	22.6717264957265
1482	21.6479316239316
1483	20.542905982906
1484	19.3729572649573
1485	18.1226324786325
1486	16.8113846153846
1487	15.4562393162393
1488	14.0740170940171
1489	12.6705982905983
1490	11.266188034188
1491	9.88526495726495
1492	8.54711111111111
1493	7.28023931623931
1494	6.11213675213675
1495	5.05449572649572
1496	4.10147008547008
1497	3.25651282051282
1498	2.49822222222222
1499	1.82841025641025
1500	1.24280341880342
1501	0.754769230769229
1502	0.388273504273503
1503	0.145230769230768
1504	0.0186324786324778
1505	0
